KcatID,Kmax
XYLt2pp,65.0
TDSK,16.7126625970639
EAR160y,3.81484086552927
RNDR3b,5.86971862887959
ASO3t8pp,65.0
NMNAT,8.56879850392903
PAPA161,16.9676597109052
F1PP,3.2820658108122798
PFK,278.0
PLIPA1A180pp,19.2183185651919
ATPPRT,3.7544744728258
NTD9pp,17.3024053604118
BWCOS,4.67933517568821
GAMptspp,65.0
NNDMBRT,11.6285888435292
DINSt2pp,65.0
DHAPT,44.351669172647
23PDE2pp,24.941242120575396
Kabcpp,65.0
4HBZt3pp,65.0
CITtex,65.0
URAt2pp,65.0
LPLIPAL1A141pp,16.3194538084558
MMM,7.13686041960961
FEOXAMR3,7.12301822013926
CHLt2pp,65.0
ULA4Ntppi,10.1089184986542
HACD5,59.2531488956125
UDPGDC,3.96269305821496
SULFACabcpp,65.0
2AGPE120tipp,65.0
GGPTRCS,5.04881721113684
EAR120y,4.03455769786865
SHCHCS3,3.50210030846351
PSERtex,65.0
3HAD80,4.39387451614104
AACPS2,3.76112320556721
DCYTt2pp,65.0
G1PACT,16.0
MALTTRtexi,65.0
H2Stex,65.0
ASAD,11.6645773743091
3HCINNMH,5.73475014712646
ABUTt2pp,65.0
FDMO4,6.29087964911215
MTAN,0.444460993907051
OROTt2_2pp,65.0
LPLIPAL1E180pp,16.3194538084558
AMMQLT8,0.0133419286015386
3HBZCT,6.92589213957476
GK1,42.0
GGGABAH,16.796939246376297
S2FE2SS,5.29079931198922
GAMAN6Ptex,65.0
ACMANAptspp,65.0
DCAtex,65.0
TYRPtex,65.0
TREtex,65.0
ECAP2pp,6.348286728058569
PG141abcpp,65.0
PG181abcpp,65.0
CRNtex,65.0
G3PD2,108.588027779767
FMNtex,65.0
RNDR4,0.29951252665605
DHPPDA2,0.32
MLDEP2pp,24.532646993107
MCITS,7.91269582629219
GLNS,24.9302195019085
FACOAL80t2pp,7.91377087589054
UDPGLCURtex,65.0
S2FE2SR,8.50596574781977
EAR161y,3.81484086552927
3HAD140,4.7238623506414
PLIPA2G181pp,10.753799669469098
FOMETRi,6.10494911723952
MCITL2,9.62180248466948
2AGPG140tipp,65.0
AKGDH,73.5351271880204
WCOS,4.67933517568821
PLIPA2A141pp,19.2183185651919
FE3DHBZS3R,5.79890677379566
SHK3Dr,28.1553987688921
GHMT2r,4.439336844729239
GTPtex,65.0
LPLIPAL2ATE180,60.9399212836141
CDPPH,20.956443012440896
FUMt2_3pp,65.0
GLYCK,3.63395450143943
CPPPGO,0.6968528403857249
DDGLK,7.67514104450385
PTHRpp,21.0017209929976
FACOAL60t2pp,7.91377087589054
NO3R2bpp,10.798420700790299
CRNDabcpp,65.0
PMEACPE,0.003999999999999999
ACOAD1f,7.11827119414585
3OAS180,5.92034460327097
ASCBtex,65.0
DGK1,10.0047946408752
CBMKr,22.0985712615015
NTD11pp,15.8060012194203
OPMEACPR,5.26e-5
DRPA,2.43103799110981
LPLIPAL2E161,70.9551139784491
2AGPGAT180,4.27830584222986
SO4t2pp,65.0
PPND,22.0
OGMEACPR,5.26e-5
NTPP4,12.1207185944742
U23GAAT,36.0
3OAR100,8.24329298955517
G1PTT,7.6779079516716795
PRAMPC,22.0
ALAALAD,7.177110693429021
NDPK1,59.1963000296893
GLCRt2rpp,65.0
FE2t2pp,65.0
LPLIPAL2ATE161,60.9399212836141
ALLTNtex,65.0
FRUptspp,65.0
PMANM,8.4755108185456
PANTS,0.028018758934332
FACOAL161t2pp,7.91377087589054
POR5,6.40152230045654
2AGPA161tipp,65.0
PHYTSpp,11.7171019105839
PLIPA1A181pp,10.753799669469098
NTD3pp,15.8060012194203
GDPtex,65.0
4PCPpp,12.2100308227317
NTPP5,13.3568510646453
3OAS161,1.87647496051425
MANGLYCptspp,65.0
G3PAT160,49.4063744431873
ARBtex,65.0
ACOAD4f,141.171248093136
ALDD19xr,5.13795333895422
2DGULRGy,7.949675177443251
FUMt1pp,65.0
TRPS3,88.2049040495694
GLCtex_copy1,65.0
3HPPPNH,5.73475014712646
PPNCL2,0.15
ECA4OALpp,17.6458325266833
CTBTabcpp,65.0
PHEtipp,65.0
GLYCTO4,3.28313773971342
GMPR,4.327393568491491
PROD3,6.90934583794074
NTPTP1,18.491101088175796
QULNS,0.724280662050357
SPMDAT1,9.74904608686967
PE160abcpp,65.0
CHOLATEtpp,65.0
ACPPAT161,14.8549990880405
OMMBLHXy,5.26519589876188
INDOLEtex,65.0
UPP3S,1.0
UM3PL,7.798828687868989
OXCDC,25.1652984052316
FACOAL100t2pp,7.91377087589054
ASPabcpp,65.0
FRUURtex,65.0
3HAD40,4.39387451614104
PPAtex,65.0
CURR,7.652950968355579
SULabcpp,65.0
GLYCLTDx,12.0188378623327
HYD3pp,12.369022599340699
LPLIPAL2E160,70.9551139784491
AACPS3,2.16834205221814
HOPNTAL,19.5741993920429
ISETACabcpp,65.0
AMPMS2,0.007
DADNtex,65.0
ALAabcpp,65.0
TAURabcpp,65.0
RNDR3,23.1463962552721
TRDR,35.458089555651505
URIt2pp_copy1,65.0
2AGPEAT161,4.27830584222986
CDAPPA180,14.590599378582098
BALAt2pp,65.0
FALDH2,4.87786505085693
S4FE4ST,18.1800830767426
3OAS141,1.87647496051425
IPPS,10.0
YUMPS,7.315183040783349
DHDPRy,14.0
PG180abcpp,65.0
HEPT3,12.1013484522464
DSERt2pp,65.0
ALLTAMH2,10.629100026747102
DHNPTE,6.507492995999419
FORtex,65.0
FADtex,65.0
ARGDCpp,30.6265997297014
FACOAE100,13.678526406088
GLYOX3,42.1371456160758
FADRx2,16.7144388326034
XYHDL,9.34074844522538
CU2tex,65.0
ICL,4.84920199788896
MALDDH,5.32855487393035
PGMT,129.542321434344
HXCT,6.68041709674797
HG2tex,65.0
AI2abcpp,65.0
GDPMNH,6.19300769135426
NHFRBO,7.7120057266492
NI2t3pp,65.0
APH160,5.645324868236439
TDPGDH,7.06844849399563
DDPA,30.474495751063497
UAMAS,14.0
SPODMpp,13.210015974717798
PDE1,6.909505413231769
FEENTERtex,65.0
ACACt2pp,65.0
14GLUCANabcpp,65.0
ACOXT,6.89005553020675
ICDHyr,11.0
UACMAMO,5.726958245789
CYTK2,9.99748309362758
OHPHM,0.0219068585633886
NTPP3,9.32263154247246
PHEMEabcpp,65.0
UDPGALtex,65.0
SELNPS,7.28575100661646
FE3HOXabcpp,65.0
Kt3pp,65.0
MCTP2App,0.6083880666570579
HPYRRy,49.8379866532823
E4PP,7.69522614026085
AI2tex,65.0
UM4PCP,17.9131183641197
ECOAH4,32.78947865145129
BALAtex,65.0
CYSDDS,8.29743706957731
GSNK,12.4033324847194
ANHGMtex,65.0
TDP,7.673992269468769
NTD6pp,15.8060012194203
G1PPpp,16.3010071173973
EAR100x,1.7760852138087198
MOHMT,0.029624088079717
THMtex,65.0
NODOy,7.559847928549269
LPLIPAL2E120,70.9551139784491
NTPP1,14.9811492626551
OP4ENH,8.32120067419343
HEPK2,12.150661503191
PLIPA1G161pp,10.753799669469098
GAL1PPpp,10.2131134699155
LPLIPAL1G140pp,16.3194538084558
GALTtex,65.0
AICART,11.884702678678503
PA160abcpp,65.0
NTD8pp,15.8060012194203
THRS,28.6460085431503
OAADC,7.60892130006815
MACPD,8.85987966614543
AMALT4,8.1445963560195
TMAOR1,10.0465844885282
PDX5PS,1.48129909978704
CU2tpp,65.0
THD2pp,6.8670545591118
GAPP,34.2295171481601
FE3DCITabcpp,65.0
PYDXNtex,65.0
ENTERES,13.5923766946336
ADD,10.1661537772165
G2PPpp,21.0017209929976
PAPPT3,70.0
MTHFD,69.0
GLCRD,84.760994217943
2AGPGAT120,4.27830584222986
CAT,106.717501617949
SQVOSI,14.647959144354399
ACODA,26.000000000000004
AMANK,9.41371178700294
CRNt8pp,65.0
HPYRRx,36.18160491238749
PPC,46.0
ADNUC,9.477222049123709
GARFT,112.0
ASPt2pp,65.0
CINNDO,8.481311243261148
GTPCII2,0.12
CYTDK2,10.115853140533398
2AGPA120tipp,65.0
P5CD,48.90677883602349
NAtex,65.0
HCINNMt2rpp,65.0
APG3PAT161,6.33810777213502
LPLIPAL2A181,78.6920349312527
FCLPA,8.36158948703022
HPACOAT,9.431960052609888
O16AP3pp,6.5852709536791
AGPR,6.95125327838478
ADPRDP,5.01271223867661
4HOXPACDtex,65.0
EAR40x,3.2680205804032005
NADPHXE,9.29941870599852
GLNtex,65.0
PYDAMK,7.949866063400101
HEPT1,15.561214534649098
GLYC2Ptex,65.0
GAL1Ptex,65.0
ACACT6r,44.4918869994071
ACGS,227.99999999999997
PE181abcpp,65.0
LPLIPAL2ATE160,60.9399212836141
DMSOR2pp,13.0504166462609
DHPTDNRN,4.83672099497515
2AGPG141tipp,65.0
ASP1DC,0.07
KDOPS,0.7638305474738569
PA161abcpp,65.0
CYTDH,9.72248156463871
CDGR,7.34225466894063
CUt2pp,65.0
DSERDHr,7.044139735461399
MDDCP4pp,3.70100063106254
EDTXS2,3.79385723706577
2AGPEAT141,4.27830584222986
NTRIR4pp,13.4542965656053
ECOAH8,14.6480923425953
URATEtex,65.0
URATEtpp,65.0
ALCD2x,21.1013834797386
ALTRH,7.66113765671388
CYTDK1,9.781449410912618
FCLT,1.3010346793321097
UREAtpp,65.0
FUCtex,65.0
MCOATA,16.3405813766365
PGSA160,12.6592136826489
SUCBZS,0.61138890662873
GPDDA5pp,12.3521936260443
TMDK1,8.46642382814223
TKT1,86.4269139876146
ARGDC,32.4432385562773
LPLIPAL2E140,70.9551139784491
AACPS6,3.76112320556721
GLCTR2,17.9905730992609
LPLIPAL2ATG141,60.9399212836141
INOSTt4pp,65.0
5DOAN,0.0299207198851433
ACONTa,53.0481222661386
OMPHHXy,3.30405431459374
PUNP1,3.58216518716408
ACP1p,15.703240679811799
R5PP,7.6212375081202
ORNtex,65.0
LPLIPAL2E180,70.9551139784491
CYSDtex,65.0
GTPDPDP,19.4287147866981
TREH,18.299871888533396
URIH,9.72248156463871
GALURtex,65.0
G6PDH2r,163.678729835396
CHLabcpp,65.0
GTHOr,5.50686501417287
ACGAM1Ptex,65.0
PSCVT,21.0
BPNT,84.8451257345241
DHQTi,59.00000000000001
KDUI,9.85691693936135
FEENTERES,10.8968096821967
GF6PTA,2.2
INSK,12.0179446399117
ACMANAtex,65.0
LPLIPAL1E160pp,16.3194538084558
G3PSabcpp,65.0
PPPNt2rpp,65.0
PHDA,9.32220683804572
DMSOtex,65.0
SHSL1,10.0
3SLAR,7.485241592943969
DHFS,0.22999999999999998
AHGDx,4.82665967492526
CRNCDH,9.8791774614638
HBZOPT,0.567371613797198
ALR2x,7.34603584029288
OCTDPS,1.28772688539305
2DGULRx,4.98740807075617
RZ5PP,11.9290138022234
ALLK,8.53540788201842
ABTA,23.3858776716333
DMSOR2,11.6405723416128
PSD141,5.7453453097053195
PA141abcpp,65.0
3OAR60,8.24337196264866
SUCASPtpp,65.0
EDD,92.8305552312845
FCI,7.540829567727979
TMDS,7.4
ACt2rpp,65.0
TYROXDApp,20.5167543333707
ALATA_L2,8.67666543354302
AST,5.93045782748065
HYD1pp,11.4603209935956
PPPGO,3.32633594496724
DHFR,2.65203617251836
MDDEP4pp,18.312322272083296
GDPTPDP,8.6990148311021
GLCNtex,65.0
PSD161,7.9
CHLtex,65.0
MNtex,65.0
ACGALtex,65.0
F6PP,12.0135408265643
THMDt2pp_copy2,65.0
ACACtex,65.0
RHCCE,0.0156143146075014
NTD9,11.542467421898397
I2FE2SR,3.28462902599731
HCO3E,9.1
3OAR161,3.7632321604913495
GLUTRS,0.12034437970630099
GUAt2pp,65.0
ALATA_L,10.173368620663398
PPPGO3,0.184466497531518
LALDO2x,5.94746483433418
RPNTPH,9.83517080876102
HSK,151.868642334337
INDOLEt2pp,65.0
TUNGStex,65.0
EPMEACPR,3.0e-5
23CGMPtex,65.0
2AGPA160tipp,65.0
PLIPA2A160pp,19.2183185651919
PSSA120,11.1279549747511
CMPtex,65.0
3KGK,7.793525196904798
NTD1pp,15.8060012194203
QUINDH,5.28947600988182
G3PAT180,34.7185511909517
GALUi,1.30900572807743
LYSt3pp,65.0
UAGPT3,17.0
PYK4,3.28279311621632
G3PD5,17.6986182226431
DDGLCNtex,65.0
HPYRP,13.538256479712098
FACOAE160,36.0
CRNCAR,36.7833834874228
GLCTR1,17.7605080306089
AGM3Pt2pp,9.71671132192274
AACPS4,2.44626436685676
ACGAptspp,65.0
FA100ACPHi,32.2022536372637
CLPNS161pp,0.21079347427593
TMAOR2,11.6405723416128
LPLIPAL1E181pp,16.3194538084558
PYK3,3.28314382507536
SHCHF,0.34
PDE4,8.782507553537208
ACOLIPAabctex,65.0
ACCOAL,6.841382792610059
HCINNMtex,65.0
PRFGS,14.0
MMCD,8.50809961482906
GPDDA2pp,12.3521936260443
LPLIPAL2G161,70.9551139784491
4ABZGLUtex,65.0
RBP4E,5.38004036809284
PA180abcpp,65.0
COLIPAKpp,10.2269643957335
PFK_2,15.0049993633707
ARBTNabcpp,65.0
SHCHD2,0.34
DSBDR,95.9820545568523
CDAPPA120,14.590599378582098
CBLAT,0.204043245148785
FBA,103.561878025645
IPPMIa,48.3375841974961
GUAPRT,7.04964753908229
INDOLEt2rpp,65.0
2AGPE141tipp,65.0
DASYN141,31.631520610796
12PPDRtex,65.0
POAACR,9.043019141052888
GMHEPK,1.8061711658725
DADNt2pp,65.0
LPLIPAL2A160,78.6920349312527
METGLCUR,9.983065231748078
TDSR1,65.0
I4FE4ST,3.3963076354467394
ENLIPAabctex,65.0
MALtex,65.0
SUCCt2_2pp,65.0
SUCRtex,65.0
RNTR1c2,12.1134114172347
AGM4PA,7.553555878206539
CPL,10.2218166932244
GPDDA2,14.437056375210902
SADT2,13.012367734143599
MG2uabcpp,65.0
GLCNt2rpp,65.0
PYNP2r,5.33664385022243
MELIBt3ipp,65.0
TEO2M,8.029796140612078
BUTCT,6.68041709674797
FEENTERtonex,65.0
LCADi,4.62720290212769
TALA,30.2656512306736
DDGLCNt2rpp,65.0
CFAS180G,8.42750201034672
RNDR1b,6.85884192583395
FEOXAMtonex,65.0
DASYN140,31.631520610796
SFGTHi,13.833621139451298
RNDR1,31.8462858930882
NO3R1bpp,8.89065272191197
ACALDtex,65.0
CHORM,22.467013665190798
CPH4S,4.6092320763004
DHORD2,38.53068054626439
G3PT,17.7430003261412
CRNt7pp,65.0
O16GALFT,6.288137387416239
DASYN120,31.631520610796
GSNtex,65.0
3OXCOAT,6.59778308232384
ARGSS,2.7999999999999994
CHOLID,5.46884904179311
CBIuabcpp,65.0
XTSNH,9.477222049123709
AADDGT,7.02372014918449
FRULYSK,7.11984541878741
FEENTERtpp,65.0
G6Ptex,65.0
ACGAtex,65.0
NADPHQR4,18.156100642238297
GTHRDabc2pp,65.0
COBALT2abcpp,65.0
GLUDy,29.258245134103
TRPAS2,28.98710156221
NTPP11,13.4963772115735
2AGPEAT160,4.27830584222986
FACOAE141,13.678526406088
FE3DCITR5,16.4614886518363
NTP3pp,11.7171019105839
MALDtex,65.0
CXSAMS,10.5422327038766
LKDRA,4.54058177114775
POX,6.127856835754189
ILEtex,65.0
MAN6Ptex,65.0
EAR100y,4.03455769786865
FA140ACPHi,32.2022536372637
PSURItex,65.0
ISETACtex,65.0
CRNDCAL2,7.844944816627411
RNTR2c2,13.0634177806784
APG3PAT140,9.87477281963863
TCYNTtex,65.0
ACGAL1Ptex,65.0
PGI,129.94468556604
FACOAE181,22.9493866299083
ETHSO3abcpp,65.0
PGP140abcpp,65.0
ACACT8r,5.86685213809256
GLYCK2,7.579287810226389
NTP10,15.9448570262625
COBALT2tpp,65.0
PAI2I,3.53916021095346
FESR,4.94263743088984
SULR,6.02573911039186
CLPNS141pp,5.2334005566775
LACZ,13.014470389131702
SERt2rpp,65.0
GSPMDA,17.1915076828226
PAPA180pp,16.9676597109052
2AGPA180tipp,65.0
LPADSS,52.00000000000001
MECDPDH5,3.8511448018947
CPGNtonex,65.0
PNTK,0.27
CYTDt2pp_copy2,65.0
PLIPA2E120pp,10.753799669469098
PTRCORNt7pp,65.0
SUCMALtpp,65.0
ACOATA,31.434862906113498
DHPTPE,6.23343768080963
NTP11,9.630861924081838
PTAr,325.69661009454006
PAPA140,16.9676597109052
L_LACt2rpp,65.0
TRE6PH,14.4982404650522
CLPNS181pp,0.13560898659273396
Ftex,65.0
CHLt3pp,65.0
GBBTNtex,65.0
GPDDA4pp,12.3521936260443
AACPS9,0.00298546352020273
AAMYLpp,10.5007897027625
MLDCP1App,2.1446363890821
H2O2tex,65.0
ASCBptspp,65.0
ALDD3y,5.663232244375269
NAt3_1p5pp,65.0
UM4PL,7.798828687868989
MPTS,3.32685814425622
DINStex,65.0
MDDCP3pp,1.84914427838857
TRPS2,71.42932530024979
NNATr,5.322368233965011
PUACGAMtr,65.0
MDDEP3pp,1.7511994729276297
MNLtex,65.0
LCARS,7.01854335443396
NTPP6,19.928751270234503
GDPDPK,5.84679084607549
RBK,7.04937702292617
ACACT1r,47.93169750360249
ECAtpp,29.3601534015691
2AGPE160tipp,65.0
LPLIPAL1A140pp,16.3194538084558
PGPP140pp,33.3731597285484
SKMt2pp,65.0
CYTBD2pp,19.1000025991512
PROabcpp,65.0
ACSERtpp,65.0
ADOCBLabcpp,65.0
PSD140,5.7453453097053195
LPLIPAL2G120,70.9551139784491
PDX5POi,0.03
ACMAMUT,6.82409057435941
CLt3_2pp,65.0
FORCT,12.0784608676325
PACCOAE,4.79906331523554
OHPBAT,0.00167803910640036
MLTP2,8.4280132477343
TYMtex,65.0
PRPPS,17.0332729614286
ASCBPL,12.289854290524202
DALAtex,65.0
VPAMTr,17.8309398407416
ANPRT,5.0
DHBD,0.9368950163817109
PAPA141,16.9676597109052
DKGLCNR1,7.50495570572763
GMPS,18.8449876726474
AMANAPEr,13.420841945498198
LPLIPAL2A161,78.6920349312527
NDPK6,0.029991639009847998
DALAt2pp,65.0
3PEPTtex,65.0
ECA4COLIPAabctex,65.0
PGPP180pp,33.3731597285484
PGPP160,26.798450811193003
AMPtex,65.0
